date,medal_code,medal,code,name,gender,country_code,country,discipline,discipline_code,event_name
2026-02-18,3,BRONZE,51717,van 'T WOUT Jens,M,NED,Netherlands,Short Track Speed Skating,STK,Men's 500m
2026-02-18,1,GOLD,44450,KIM Gilli,F,KOR,Korea,Short Track Speed Skating,STK,Women's 3000m Relay
2026-02-18,1,GOLD,44449,CHOI Minjeong,F,KOR,Korea,Short Track Speed Skating,STK,Women's 3000m Relay
2026-02-18,1,GOLD,44452,LEE Soyeon,F,KOR,Korea,Short Track Speed Skating,STK,Women's 3000m Relay
2026-02-18,1,GOLD,44451,NOH Dohee,F,KOR,Korea,Short Track Speed Skating,STK,Women's 3000m Relay
2026-02-18,1,GOLD,44453,SHIM Sukhee,F,KOR,Korea,Short Track Speed Skating,STK,Women's 3000m Relay
2026-02-18,2,SILVER,22160,FONTANA Arianna,F,ITA,Italy,Short Track Speed Skating,STK,Women's 3000m Relay
2026-02-18,2,SILVER,22161,BETTI Chiara,F,ITA,Italy,Short Track Speed Skating,STK,Women's 3000m Relay
2026-02-18,2,SILVER,22159,CONFORTOLA Elisa,F,ITA,Italy,Short Track Speed Skating,STK,Women's 3000m Relay
2026-02-18,2,SILVER,22151,SIGHEL Arianna,F,ITA,Italy,Short Track Speed Skating,STK,Women's 3000m Relay
2026-02-18,3,BRONZE,48853,SARAULT Courtney,F,CAN,Canada,Short Track Speed Skating,STK,Women's 3000m Relay
2026-02-18,3,BRONZE,48813,BOUTIN Kim,F,CAN,Canada,Short Track Speed Skating,STK,Women's 3000m Relay
2026-02-18,3,BRONZE,48814,BRUNELLE Florence,F,CAN,Canada,Short Track Speed Skating,STK,Women's 3000m Relay
2026-02-18,3,BRONZE,48810,BLAIS Danae,F,CAN,Canada,Short Track Speed Skating,STK,Women's 3000m Relay
2026-02-18,1,GOLD,47418,SU Yiming,M,CHN,China,Snowboard,SBD,Men's Snowboard Slopestyle
2026-02-18,2,SILVER,42834,HASEGAWA Taiga,M,JPN,Japan,Snowboard,SBD,Men's Snowboard Slopestyle
2026-02-18,3,BRONZE,25544,CANTER Jake,M,USA,United States,Snowboard,SBD,Men's Snowboard Slopestyle
2026-02-18,1,GOLD,42829,FUKADA Mari,F,JPN,Japan,Snowboard,SBD,Women's Snowboard Slopestyle
2026-02-18,2,SILVER,20898,SADOWSKI SYNNOTT Zoi,F,NZL,New Zealand,Snowboard,SBD,Women's Snowboard Slopestyle
2026-02-18,3,BRONZE,42835,MURASE Kokomo,F,JPN,Japan,Snowboard,SBD,Women's Snowboard Slopestyle
2026-02-19,1,GOLD,24749,LIU Alysa,F,USA,United States,Figure Skating,FSK,Women Single Skating
2026-02-19,2,SILVER,46263,SAKAMOTO Kaori,F,JPN,Japan,Figure Skating,FSK,Women Single Skating
2026-02-19,3,BRONZE,46250,NAKAI Ami,F,JPN,Japan,Figure Skating,FSK,Women Single Skating
2026-02-19,1,GOLD,25106,BARNES Cayla,F,USA,United States,Ice Hockey,IHO,Women
2026-02-19,1,GOLD,25119,BILKA Hannah,F,USA,United States,Ice Hockey,IHO,Women
2026-02-19,1,GOLD,25093,CARPENTER Alex,F,USA,United States,Ice Hockey,IHO,Women
2026-02-19,1,GOLD,25131,COYNE Kendall,F,USA,United States,Ice Hockey,IHO,Women
2026-02-19,1,GOLD,25101,CURL Britta,F,USA,United States,Ice Hockey,IHO,Women
2026-02-19,1,GOLD,25125,DUNNE Joy,F,USA,United States,Ice Hockey,IHO,Women
2026-02-19,1,GOLD,25135,EDWARDS Laila,F,USA,United States,Ice Hockey,IHO,Women
2026-02-19,1,GOLD,25092,FRANKEL Aerin,F,USA,United States,Ice Hockey,IHO,Women
2026-02-19,1,GOLD,25149,GUILDAY Rory,F,USA,United States,Ice Hockey,IHO,Women
2026-02-19,1,GOLD,25103,HARVEY Caroline,F,USA,United States,Ice Hockey,IHO,Women
2026-02-19,1,GOLD,25155,HEISE Taylor,F,USA,United States,Ice Hockey,IHO,Women
2026-02-19,1,GOLD,25156,JANECKE Tessa,F,USA,United States,Ice Hockey,IHO,Women
2026-02-19,1,GOLD,25146,KELLER Megan,F,USA,United States,Ice Hockey,IHO,Women
2026-02-19,1,GOLD,25121,KNIGHT Hilary,F,USA,United States,Ice Hockey,IHO,Women
2026-02-19,1,GOLD,25091,MURPHY Abbey,F,USA,United States,Ice Hockey,IHO,Women
2026-02-19,1,GOLD,25100,McNAUGHTON Ava,F,USA,United States,Ice Hockey,IHO,Women
2026-02-19,1,GOLD,25130,PANNEK Kelly,F,USA,United States,Ice Hockey,IHO,Women
2026-02-19,1,GOLD,25117,PHILIPS Gwyneth,F,USA,United States,Ice Hockey,IHO,Women
2026-02-19,1,GOLD,25120,SCAMURRA Hayley,F,USA,United States,Ice Hockey,IHO,Women
2026-02-19,1,GOLD,25133,SIMMS Kirsten,F,USA,United States,Ice Hockey,IHO,Women
2026-02-19,1,GOLD,25138,STECKLEIN Lee,F,USA,United States,Ice Hockey,IHO,Women
2026-02-19,1,GOLD,47311,WINN Haley,F,USA,United States,Ice Hockey,IHO,Women
2026-02-19,1,GOLD,25116,ZUMWINKLE Grace,F,USA,United States,Ice Hockey,IHO,Women
2026-02-19,2,SILVER,53921,AMBROSE Erin,F,CAN,Canada,Ice Hockey,IHO,Women
2026-02-19,2,SILVER,53934,CLARK Emily,F,CAN,Canada,Ice Hockey,IHO,Women
2026-02-19,2,SILVER,53939,DESBIENS Ann-Renee,F,CAN,Canada,Ice Hockey,IHO,Women
2026-02-19,2,SILVER,53941,FAST Renata,F,CAN,Canada,Ice Hockey,IHO,Women
2026-02-19,2,SILVER,53942,FILLIER Sarah,F,CAN,Canada,Ice Hockey,IHO,Women
2026-02-19,2,SILVER,53943,GARDINER Jennifer,F,CAN,Canada,Ice Hockey,IHO,Women
2026-02-19,2,SILVER,53946,GOSLING Julia,F,CAN,Canada,Ice Hockey,IHO,Women
2026-02-19,2,SILVER,53949,JAQUES Sophie,F,CAN,Canada,Ice Hockey,IHO,Women
2026-02-19,2,SILVER,53950,JENNER Brianne,F,CAN,Canada,Ice Hockey,IHO,Women
2026-02-19,2,SILVER,53957,LAROCQUE Jocelyne,F,CAN,Canada,Ice Hockey,IHO,Women
2026-02-19,2,SILVER,53960,MALTAIS Emma,F,CAN,Canada,Ice Hockey,IHO,Women
2026-02-19,2,SILVER,53961,MASCHMEYER Emerance,F,CAN,Canada,Ice Hockey,IHO,Women
2026-02-19,2,SILVER,53969,NURSE Sarah,F,CAN,Canada,Ice Hockey,IHO,Women
2026-02-19,2,SILVER,53970,O'NEILL Kristin,F,CAN,Canada,Ice Hockey,IHO,Women
2026-02-19,2,SILVER,53971,OSBORNE Kayle,F,CAN,Canada,Ice Hockey,IHO,Women
2026-02-19,2,SILVER,53974,POULIN Marie-Philip,F,CAN,Canada,Ice Hockey,IHO,Women
2026-02-19,2,SILVER,53988,SHELTON Ella,F,CAN,Canada,Ice Hockey,IHO,Women
2026-02-19,2,SILVER,53992,SPOONER Natalie,F,CAN,Canada,Ice Hockey,IHO,Women
2026-02-19,2,SILVER,53993,STACEY Laura,F,CAN,Canada,Ice Hockey,IHO,Women
2026-02-19,2,SILVER,53995,TABIN Kati,F,CAN,Canada,Ice Hockey,IHO,Women
2026-02-19,2,SILVER,53996,THOMPSON Claire,F,CAN,Canada,Ice Hockey,IHO,Women
2026-02-19,2,SILVER,53999,TURNBULL Blayre,F,CAN,Canada,Ice Hockey,IHO,Women
2026-02-19,2,SILVER,54001,WATTS Daryl,F,CAN,Canada,Ice Hockey,IHO,Women
2026-02-19,3,BRONZE,48268,BAECHLER Alessia,F,SUI,Switzerland,Ice Hockey,IHO,Women
2026-02-19,3,BRONZE,48272,BALZER Leoni,F,SUI,Switzerland,Ice Hockey,IHO,Women
2026-02-19,3,BRONZE,48300,BRAENDLI Andrea,F,SUI,Switzerland,Ice Hockey,IHO,Women
2026-02-19,3,BRONZE,48304,BUCHI Annic,F,SUI,Switzerland,Ice Hockey,IHO,Women
2026-02-19,3,BRONZE,48323,CHRISTEN Lara,F,SUI,Switzerland,Ice Hockey,IHO,Women
2026-02-19,3,BRONZE,48353,ENZLER Rahel,F,SUI,Switzerland,Ice Hockey,IHO,Women
2026-02-19,3,BRONZE,48420,HERZIG Naemi,F,SUI,Switzerland,Ice Hockey,IHO,Women
2026-02-19,3,BRONZE,48486,LEEMANN Sinja,F,SUI,Switzerland,Ice Hockey,IHO,Women
2026-02-19,3,BRONZE,48501,LUTZ Lena Marie,F,SUI,Switzerland,Ice Hockey,IHO,Women
2026-02-19,3,BRONZE,48559,MARTI Alina,F,SUI,Switzerland,Ice Hockey,IHO,Women
2026-02-19,3,BRONZE,48566,MAURER Saskia,F,SUI,Switzerland,Ice Hockey,IHO,Women
2026-02-19,3,BRONZE,48573,MERIGUET Laure,F,SUI,Switzerland,Ice Hockey,IHO,Women
2026-02-19,3,BRONZE,48593,MULLER Alina,F,SUI,Switzerland,Ice Hockey,IHO,Women
2026-02-19,3,BRONZE,48623,QUENNEC Kaleigh,F,SUI,Switzerland,Ice Hockey,IHO,Women
2026-02-19,3,BRONZE,48654,RUEDI Lisa,F,SUI,Switzerland,Ice Hockey,IHO,Women
2026-02-19,3,BRONZE,48660,SCHAEFER Vanessa,F,SUI,Switzerland,Ice Hockey,IHO,Women
2026-02-19,3,BRONZE,48684,SIGRIST Shannon,F,SUI,Switzerland,Ice Hockey,IHO,Women
2026-02-19,3,BRONZE,48698,STALDER Lara,F,SUI,Switzerland,Ice Hockey,IHO,Women
2026-02-19,3,BRONZE,48721,VALLARIO Nicole,F,SUI,Switzerland,Ice Hockey,IHO,Women
2026-02-19,3,BRONZE,48734,WAGNER Monja,F,SUI,Switzerland,Ice Hockey,IHO,Women
2026-02-19,3,BRONZE,48745,WETLI Stefanie,F,SUI,Switzerland,Ice Hockey,IHO,Women
2026-02-19,3,BRONZE,48746,WEY Ivana,F,SUI,Switzerland,Ice Hockey,IHO,Women
2026-02-19,3,BRONZE,48764,ZIMMERMANN Laura,F,SUI,Switzerland,Ice Hockey,IHO,Women
2026-02-19,1,GOLD,42330,OFTEBRO Jens Luraas,M,NOR,Norway,Nordic Combined,NCB,Team Sprint
2026-02-19,1,GOLD,51288,SKOGLUND Andreas,M,NOR,Norway,Nordic Combined,NCB,Team Sprint
2026-02-19,2,SILVER,45070,HEROLA Ilkka,M,FIN,Finland,Nordic Combined,NCB,Team Sprint
2026-02-19,2,SILVER,45071,HIRVONEN Eero,M,FIN,Finland,Nordic Combined,NCB,Team Sprint
2026-02-19,3,BRONZE,19966,LAMPARTER Johannes,M,AUT,Austria,Nordic Combined,NCB,Team Sprint
2026-02-19,3,BRONZE,19975,RETTENEGGER Stefan,M,AUT,Austria,Nordic Combined,NCB,Team Sprint
2026-02-19,1,GOLD,21674,CARDONA COLL Oriol,M,ESP,Spain,Ski Mountaineering,SMT,Men's Sprint
2026-02-19,2,SILVER,85611,FILIPPOV Nikita,M,AIN,AIN,Ski Mountaineering,SMT,Men's Sprint
2026-02-19,3,BRONZE,40545,ANSELMET Thibault,M,FRA,France,Ski Mountaineering,SMT,Men's Sprint
2026-02-19,1,GOLD,48356,FATTON Marianne,F,SUI,Switzerland,Ski Mountaineering,SMT,Women's Sprint
2026-02-19,2,SILVER,40544,HARROP Emily,F,FRA,France,Ski Mountaineering,SMT,Women's Sprint
2026-02-19,3,BRONZE,21673,ALONSO RODRIGUEZ Ana,F,ESP,Spain,Ski Mountaineering,SMT,Women's Sprint
2026-02-19,1,GOLD,39871,NING Zhongyan,M,CHN,China,Speed Skating,SSK,Men's 1500m
2026-02-19,2,SILVER,26864,STOLZ Jordan,M,USA,United States,Speed Skating,SSK,Men's 1500m
2026-02-19,3,BRONZE,51797,NUIS Kjeld,M,NED,Netherlands,Speed Skating,SSK,Men's 1500m
2026-02-20,1,GOLD,42243,DALE-SKJEVDAL Johannes,M,NOR,Norway,Biathlon,BTH,Men's 15km Mass Start
2026-02-20,2,SILVER,42254,LAEGREID Sturla Holm,M,NOR,Norway,Biathlon,BTH,Men's 15km Mass Start
2026-02-20,3,BRONZE,46398,FILLON MAILLET Quentin,M,FRA,France,Biathlon,BTH,Men's 15km Mass Start
2026-02-20,3,BRONZE,48480,LACHAT-COUCHEPIN Pablo,M,SUI,Switzerland,Curling,CUR,Men
2026-02-20,3,BRONZE,48579,MICHEL Sven,M,SUI,Switzerland,Curling,CUR,Men
2026-02-20,3,BRONZE,48675,SCHWALLER Kim,M,SUI,Switzerland,Curling,CUR,Men
2026-02-20,3,BRONZE,48674,SCHWALLER Yannick,M,SUI,Switzerland,Curling,CUR,Men
2026-02-20,3,BRONZE,48678,SCHWARZ-van BERKEL Benoit,M,SUI,Switzerland,Curling,CUR,Men
2026-02-20,1,GOLD,50970,WANG Xindi,M,CHN,China,Freestyle Skiing,FRS,Men's Aerials
2026-02-20,2,SILVER,48652,ROTH Noe,M,SUI,Switzerland,Freestyle Skiing,FRS,Men's Aerials
2026-02-20,3,BRONZE,50972,LI Tianma,M,CHN,China,Freestyle Skiing,FRS,Men's Aerials
2026-02-20,1,GOLD,24020,FERREIRA Alex,M,USA,United States,Freestyle Skiing,FRS,Men's Freeski Halfpipe
2026-02-20,2,SILVER,44080,SILDARU Henry,M,EST,Estonia,Freestyle Skiing,FRS,Men's Freeski Halfpipe
2026-02-20,3,BRONZE,53467,MACKAY Brendan,M,CAN,Canada,Freestyle Skiing,FRS,Men's Freeski Halfpipe
2026-02-20,1,GOLD,41407,MAIER Daniela,F,GER,Germany,Freestyle Skiing,FRS,Women's Ski Cross
2026-02-20,2,SILVER,48691,SMITH Fanny,F,SUI,Switzerland,Freestyle Skiing,FRS,Women's Ski Cross
2026-02-20,3,BRONZE,22023,NAESLUND Sandra,F,SWE,Sweden,Freestyle Skiing,FRS,Women's Ski Cross
2026-02-20,1,GOLD,51717,van 'T WOUT Jens,M,NED,Netherlands,Short Track Speed Skating,STK,Men's 5000m Relay
2026-02-20,1,GOLD,51718,van 'T WOUT Melle,M,NED,Netherlands,Short Track Speed Skating,STK,Men's 5000m Relay
2026-02-20,1,GOLD,51709,BOER Teun,M,NED,Netherlands,Short Track Speed Skating,STK,Men's 5000m Relay
2026-02-20,1,GOLD,51710,EMONS Friso,M,NED,Netherlands,Short Track Speed Skating,STK,Men's 5000m Relay
2026-02-20,1,GOLD,51714,de LAAT Itzhak,M,NED,Netherlands,Short Track Speed Skating,STK,Men's 5000m Relay
2026-02-20,2,SILVER,44461,HWANG Daeheon,M,KOR,Korea,Short Track Speed Skating,STK,Men's 5000m Relay
2026-02-20,2,SILVER,44460,RIM Jongun,M,KOR,Korea,Short Track Speed Skating,STK,Men's 5000m Relay
2026-02-20,2,SILVER,44463,LEE Jeongmin,M,KOR,Korea,Short Track Speed Skating,STK,Men's 5000m Relay
2026-02-20,2,SILVER,44464,LEE Juneseo,M,KOR,Korea,Short Track Speed Skating,STK,Men's 5000m Relay
2026-02-20,2,SILVER,44462,SHIN Dong Min,M,KOR,Korea,Short Track Speed Skating,STK,Men's 5000m Relay
2026-02-20,3,BRONZE,22152,NADALINI Thomas,M,ITA,Italy,Short Track Speed Skating,STK,Men's 5000m Relay
2026-02-20,3,BRONZE,22150,SIGHEL Pietro,M,ITA,Italy,Short Track Speed Skating,STK,Men's 5000m Relay
2026-02-20,3,BRONZE,22154,SPECHENHAUSER Luca,M,ITA,Italy,Short Track Speed Skating,STK,Men's 5000m Relay
2026-02-20,3,BRONZE,22157,CASSINELLI Andrea,M,ITA,Italy,Short Track Speed Skating,STK,Men's 5000m Relay
2026-02-20,1,GOLD,44450,KIM Gilli,F,KOR,Korea,Short Track Speed Skating,STK,Women's 1500m
2026-02-20,2,SILVER,44449,CHOI Minjeong,F,KOR,Korea,Short Track Speed Skating,STK,Women's 1500m
2026-02-20,3,BRONZE,26848,STODDARD Corinne,F,USA,United States,Short Track Speed Skating,STK,Women's 1500m
2026-02-20,1,GOLD,51793,RIJPMA-de JONG Antoinette,F,NED,Netherlands,Speed Skating,SSK,Women's 1500m
2026-02-20,2,SILVER,42383,WIKLUND Ragne,F,NOR,Norway,Speed Skating,SSK,Women's 1500m
2026-02-20,3,BRONZE,44030,MALTAIS Valerie,F,CAN,Canada,Speed Skating,SSK,Women's 1500m
2026-02-21,1,GOLD,44690,MICHELON Oceane,F,FRA,France,Biathlon,BTH,Women's 12.5km Mass Start
2026-02-21,2,SILVER,44694,SIMON Julia,F,FRA,France,Biathlon,BTH,Women's 12.5km Mass Start
2026-02-21,3,BRONZE,43022,VOBORNIKOVA Tereza,F,CZE,Czechia,Biathlon,BTH,Women's 12.5km Mass Start
2026-02-21,1,GOLD,20106,NOLTE Laura,F,GER,Germany,Bobsleigh,BOB,2-woman
2026-02-21,1,GOLD,20091,LEVI Deborah,F,GER,Germany,Bobsleigh,BOB,2-woman
2026-02-21,2,SILVER,20040,BUCKWITZ Lisa,F,GER,Germany,Bobsleigh,BOB,2-woman
2026-02-21,2,SILVER,20126,SCHUTEN Neele,F,GER,Germany,Bobsleigh,BOB,2-woman
2026-02-21,3,BRONZE,23320,ARMBRUSTER HUMPHRIES Kaillie,F,USA,United States,Bobsleigh,BOB,2-woman
2026-02-21,3,BRONZE,23312,JONES Jasmine,F,USA,United States,Bobsleigh,BOB,2-woman
2026-02-21,1,GOLD,42284,KLAEBO Johannes Hoesflot,M,NOR,Norway,Cross-Country Skiing,CCS,Men's 50km Mass Start Classic
2026-02-21,2,SILVER,42285,NYENGET Martin Loewstroem,M,NOR,Norway,Cross-Country Skiing,CCS,Men's 50km Mass Start Classic
2026-02-21,3,BRONZE,139897,IVERSEN Emil,M,NOR,Norway,Cross-Country Skiing,CCS,Men's 50km Mass Start Classic
2026-02-21,1,GOLD,53214,GALLANT Brett,M,CAN,Canada,Curling,CUR,Men
2026-02-21,1,GOLD,53226,HEBERT Ben,M,CAN,Canada,Curling,CUR,Men
2026-02-21,1,GOLD,53237,JACOBS Brad,M,CAN,Canada,Curling,CUR,Men
2026-02-21,1,GOLD,53244,KENNEDY Marc,M,CAN,Canada,Curling,CUR,Men
2026-02-21,1,GOLD,53320,TARDI Tyler,M,CAN,Canada,Curling,CUR,Men
2026-02-21,2,SILVER,37138,HARDIE Grant,M,GBR,Great Britain,Curling,CUR,Men
2026-02-21,2,SILVER,37142,LAMMIE Bobby,M,GBR,Great Britain,Curling,CUR,Men
2026-02-21,2,SILVER,37147,MOUAT Bruce,M,GBR,Great Britain,Curling,CUR,Men
2026-02-21,2,SILVER,37145,McMILLAN Hammy,M,GBR,Great Britain,Curling,CUR,Men
2026-02-21,2,SILVER,37151,WADDELL Kyle,M,GBR,Great Britain,Curling,CUR,Men
2026-02-21,3,BRONZE,53183,BROWN Rachel,F,CAN,Canada,Curling,CUR,Women
2026-02-21,3,BRONZE,53213,FLEURY Tracy,F,CAN,Canada,Curling,CUR,Women
2026-02-21,3,BRONZE,53218,HOMAN Rachel,F,CAN,Canada,Curling,CUR,Women
2026-02-21,3,BRONZE,53279,MISKEW Emma,F,CAN,Canada,Curling,CUR,Women
2026-02-21,3,BRONZE,53331,WILKES Sarah,F,CAN,Canada,Curling,CUR,Women
2026-02-21,1,GOLD,22753,DEROMEDIS Simone,M,ITA,Italy,Freestyle Skiing,FRS,Men's Ski Cross
2026-02-21,2,SILVER,22755,TOMASONI Federico,M,ITA,Italy,Freestyle Skiing,FRS,Men's Ski Cross
2026-02-21,3,BRONZE,48362,FIVA Alex,M,SUI,Switzerland,Freestyle Skiing,FRS,Men's Ski Cross
2026-02-21,1,GOLD,24141,CURRAN Connor,M,USA,United States,Freestyle Skiing,FRS,Mixed Team Aerials
2026-02-21,1,GOLD,24162,KUHN Kaila,F,USA,United States,Freestyle Skiing,FRS,Mixed Team Aerials
2026-02-21,1,GOLD,24139,LILLIS Christopher,M,USA,United States,Freestyle Skiing,FRS,Mixed Team Aerials
2026-02-21,2,SILVER,48652,ROTH Noe,M,SUI,Switzerland,Freestyle Skiing,FRS,Mixed Team Aerials
2026-02-21,2,SILVER,48473,KOZOMARA Lina,F,SUI,Switzerland,Freestyle Skiing,FRS,Mixed Team Aerials
2026-02-21,2,SILVER,48743,WERNER Pirmin,M,SUI,Switzerland,Freestyle Skiing,FRS,Mixed Team Aerials
2026-02-21,3,BRONZE,50970,WANG Xindi,M,CHN,China,Freestyle Skiing,FRS,Mixed Team Aerials
2026-02-21,3,BRONZE,50963,XU Mengtao,F,CHN,China,Freestyle Skiing,FRS,Mixed Team Aerials
2026-02-21,3,BRONZE,50972,LI Tianma,M,CHN,China,Freestyle Skiing,FRS,Mixed Team Aerials
2026-02-21,3,BRONZE,45885,AHO Sebastian,M,FIN,Finland,Ice Hockey,IHO,Men
2026-02-21,3,BRONZE,45887,ARMIA Joel,M,FIN,Finland,Ice Hockey,IHO,Men
2026-02-21,3,BRONZE,50540,GRANLUND Mikael,M,FIN,Finland,Ice Hockey,IHO,Men
2026-02-21,3,BRONZE,45894,HAULA Erik,M,FIN,Finland,Ice Hockey,IHO,Men
2026-02-21,3,BRONZE,45896,HEISKANEN Miro,M,FIN,Finland,Ice Hockey,IHO,Men
2026-02-21,3,BRONZE,45900,HINTZ Roope,M,FIN,Finland,Ice Hockey,IHO,Men
2026-02-21,3,BRONZE,45906,JOKIHARJU Henri,M,FIN,Finland,Ice Hockey,IHO,Men
2026-02-21,3,BRONZE,45908,KAKKO Kaapo,M,FIN,Finland,Ice Hockey,IHO,Men
2026-02-21,3,BRONZE,45909,KAPANEN Oliver,M,FIN,Finland,Ice Hockey,IHO,Men
2026-02-21,3,BRONZE,45911,KIVIRANTA Joel,M,FIN,Finland,Ice Hockey,IHO,Men
2026-02-21,3,BRONZE,45915,KORPISALO Joonas,M,FIN,Finland,Ice Hockey,IHO,Men
2026-02-21,3,BRONZE,45922,LANKINEN Kevin,M,FIN,Finland,Ice Hockey,IHO,Men
2026-02-21,3,BRONZE,45924,LEHKONEN Artturi,M,FIN,Finland,Ice Hockey,IHO,Men
2026-02-21,3,BRONZE,45926,LEHTONEN Mikko,M,FIN,Finland,Ice Hockey,IHO,Men
2026-02-21,3,BRONZE,45928,LINDELL Esa,M,FIN,Finland,Ice Hockey,IHO,Men
2026-02-21,3,BRONZE,45929,LUNDELL Anton,M,FIN,Finland,Ice Hockey,IHO,Men
2026-02-21,3,BRONZE,45930,LUOSTARINEN Eetu,M,FIN,Finland,Ice Hockey,IHO,Men
2026-02-21,3,BRONZE,45931,MAATTA Olli,M,FIN,Finland,Ice Hockey,IHO,Men
2026-02-21,3,BRONZE,45935,MATINPALO Nikolas,M,FIN,Finland,Ice Hockey,IHO,Men
2026-02-21,3,BRONZE,45938,MIKKOLA Niko,M,FIN,Finland,Ice Hockey,IHO,Men
2026-02-21,3,BRONZE,45951,RANTANEN Mikko,M,FIN,Finland,Ice Hockey,IHO,Men
2026-02-21,3,BRONZE,45953,RISTOLAINEN Rasmus,M,FIN,Finland,Ice Hockey,IHO,Men
2026-02-21,3,BRONZE,45958,SAROS Juuse,M,FIN,Finland,Ice Hockey,IHO,Men
2026-02-21,3,BRONZE,45959,TERAVAINEN Teuvo,M,FIN,Finland,Ice Hockey,IHO,Men
2026-02-21,3,BRONZE,45961,TOLVANEN Eeli,M,FIN,Finland,Ice Hockey,IHO,Men
2026-02-21,1,GOLD,40544,HARROP Emily,F,FRA,France,Ski Mountaineering,SMT,Mixed Relay
2026-02-21,1,GOLD,40545,ANSELMET Thibault,M,FRA,France,Ski Mountaineering,SMT,Mixed Relay
2026-02-21,2,SILVER,48356,FATTON Marianne,F,SUI,Switzerland,Ski Mountaineering,SMT,Mixed Relay
2026-02-21,2,SILVER,48465,KISTLER Jon,M,SUI,Switzerland,Ski Mountaineering,SMT,Mixed Relay
2026-02-21,3,BRONZE,21674,CARDONA COLL Oriol,M,ESP,Spain,Ski Mountaineering,SMT,Mixed Relay
2026-02-21,3,BRONZE,21673,ALONSO RODRIGUEZ Ana,F,ESP,Spain,Ski Mountaineering,SMT,Mixed Relay
2026-02-21,1,GOLD,51770,BERGSMA Jorrit,M,NED,Netherlands,Speed Skating,SSK,Men's Mass Start
2026-02-21,2,SILVER,37179,THORUP Viktor Hald,M,DEN,Denmark,Speed Skating,SSK,Men's Mass Start
2026-02-21,3,BRONZE,22173,GIOVANNINI Andrea,M,ITA,Italy,Speed Skating,SSK,Men's Mass Start
2026-02-21,1,GOLD,51774,GROENEWOUD Marijke,F,NED,Netherlands,Speed Skating,SSK,Women's Mass Start
2026-02-21,2,SILVER,43996,BLONDIN Ivanie,F,CAN,Canada,Speed Skating,SSK,Women's Mass Start
2026-02-21,3,BRONZE,26882,MANGANELLO Mia,F,USA,United States,Speed Skating,SSK,Women's Mass Start
2026-02-22,1,GOLD,20055,FLEISCHHAUER Georg,M,GER,Germany,Bobsleigh,BOB,4-man
2026-02-22,1,GOLD,20095,LOCHNER Johannes,M,GER,Germany,Bobsleigh,BOB,4-man
2026-02-22,1,GOLD,20099,MARGIS Thorsten,M,GER,Germany,Bobsleigh,BOB,4-man
2026-02-22,1,GOLD,20140,WENZEL Jorn,M,GER,Germany,Bobsleigh,BOB,4-man
2026-02-22,2,SILVER,20057,FRIEDRICH Francesco,M,GER,Germany,Bobsleigh,BOB,4-man
2026-02-22,2,SILVER,20125,SCHULLER Alexander,M,GER,Germany,Bobsleigh,BOB,4-man
2026-02-22,2,SILVER,20130,SOMMER Matthias,M,GER,Germany,Bobsleigh,BOB,4-man
2026-02-22,2,SILVER,20132,STRAUB Felix,M,GER,Germany,Bobsleigh,BOB,4-man
2026-02-22,3,BRONZE,48251,AEBERHARD Mario,M,SUI,Switzerland,Bobsleigh,BOB,4-man
2026-02-22,3,BRONZE,48401,HAAS Andreas,M,SUI,Switzerland,Bobsleigh,BOB,4-man
2026-02-22,3,BRONZE,48601,NDIAYE Amadou David,M,SUI,Switzerland,Bobsleigh,BOB,4-man
2026-02-22,3,BRONZE,48727,VOGT Michael,M,SUI,Switzerland,Bobsleigh,BOB,4-man
2026-02-22,1,GOLD,30707,ANDERSSON Ebba,F,SWE,Sweden,Cross-Country Skiing,CCS,Women's 50km Mass Start Classic
2026-02-22,2,SILVER,42290,WENG Heidi,F,NOR,Norway,Cross-Country Skiing,CCS,Women's 50km Mass Start Classic
2026-02-22,3,BRONZE,48454,KAELIN Nadja,F,SUI,Switzerland,Cross-Country Skiing,CCS,Women's 50km Mass Start Classic
2026-02-22,1,GOLD,21531,HASSELBORG Anna,F,SWE,Sweden,Curling,CUR,Women
2026-02-22,1,GOLD,21536,HELDIN Johanna,F,SWE,Sweden,Curling,CUR,Women
2026-02-22,1,GOLD,21530,KNOCHENHAUER Agnes,F,SWE,Sweden,Curling,CUR,Women
2026-02-22,1,GOLD,21532,McMANUS Sara,F,SWE,Sweden,Curling,CUR,Women
2026-02-22,1,GOLD,21537,SCHARBACK Sofia,F,SWE,Sweden,Curling,CUR,Women
2026-02-22,2,SILVER,48283,BERSET Stefanie,F,SUI,Switzerland,Curling,CUR,Women
2026-02-22,2,SILVER,48431,HOWALD Carole,F,SUI,Switzerland,Curling,CUR,Women
2026-02-22,2,SILVER,48610,PAETZ Alina,F,SUI,Switzerland,Curling,CUR,Women
2026-02-22,2,SILVER,48714,TIRINZONI Silvana,F,SUI,Switzerland,Curling,CUR,Women
2026-02-22,2,SILVER,48756,WITSCHONKE Selina,F,SUI,Switzerland,Curling,CUR,Women
2026-02-22,1,GOLD,40014,GU Ailing Eileen,F,CHN,China,Freestyle Skiing,FRS,Women's Freeski Halfpipe
2026-02-22,2,SILVER,39851,LI Fanghui,F,CHN,China,Freestyle Skiing,FRS,Women's Freeski Halfpipe
